INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT																																																																																																							
23629	µ˚¡µª®±¶±¶	2362	95	9	0	1	1	10	692	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23620	0	23620																																																																																																					
23630	≥…ƒÍø˛¿‹¿«	2363	5	9	0	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	100	200	100	500	60000	23630	9	23630																																																																																																					
23631	±‰“Ïø˛¿‹¿«	2363	5	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	100	100	200	100	500	60000	23630	1	23630																																																																																																					
23632	±‰“Ïø˛¿‹¿«	2363	5	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	100	100	200	100	500	60000	23630	2	23630																																																																																																					
23639	ø˛¿‹¿«±¶±¶	2363	5	9	0	1	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	100	200	100	500	60000	23630	0	23630																																																																																																					
23640	≥…ƒÍø˛¿‹¿«	2364	45	9	0	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	100	200	100	500	60000	23640	9	23640																																																																																																					
23641	±‰“Ïø˛¿‹¿«	2364	45	9	1	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	100	100	200	100	500	60000	23640	1	23640																																																																																																					
23642	±‰“Ïø˛¿‹¿«	2364	45	9	1	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	60000	23640	2	23640																																																																																																					
23643	±‰“Ïø˛¿‹¿«	2364	45	9	1	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	60000	23640	3	23640																																																																																																					
23649	ø˛¿‹¿«±¶±¶	2364	45	9	0	1	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	100	200	100	500	60000	23640	0	23640																																																																																																					
23650	≥…ƒÍø˛¿‹¿«	2365	55	9	0	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23650	9	23650																																																																																																					
23651	±‰“Ïø˛¿‹¿«	2365	55	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23650	1	23650																																																																																																					
23652	±‰“Ïø˛¿‹¿«	2365	55	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23650	2	23650																																																																																																					
23653	±‰“Ïø˛¿‹¿«	2365	55	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23650	3	23650																																																																																																					
23654	±‰“Ïø˛¿‹¿«	2365	55	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23650	4	23650																																																																																																					
23659	ø˛¿‹¿«±¶±¶	2365	55	9	0	1	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23650	0	23650																																																																																																					
23660	≥…ƒÍø˛¿‹¿«	2366	65	9	0	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23660	9	23660																																																																																																					
23661	±‰“Ïø˛¿‹¿«	2366	65	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23660	1	23660																																																																																																					
23662	±‰“Ïø˛¿‹¿«	2366	65	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23660	2	23660																																																																																																					
23663	±‰“Ïø˛¿‹¿«	2366	65	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23660	3	23660																																																																																																					
23664	±‰“Ïø˛¿‹¿«	2366	65	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23660	4	23660																																																																																																					
23665	±‰“Ïø˛¿‹¿«	2366	65	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23660	5	23660																																																																																																					
23669	ø˛¿‹¿«±¶±¶	2366	65	9	0	1	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23660	0	23660																																																																																																					
23670	≥…ƒÍø˛¿‹¿«	2367	75	9	0	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	9	23670																																																																																																					
23671	±‰“Ïø˛¿‹¿«	2367	75	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	1	23670																																																																																																					
23672	±‰“Ïø˛¿‹¿«	2367	75	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	2	23670																																																																																																					
23673	±‰“Ïø˛¿‹¿«	2367	75	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	3	23670																																																																																																					
23674	±‰“Ïø˛¿‹¿«	2367	75	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	4	23670																																																																																																					
23675	±‰“Ïø˛¿‹¿«	2367	75	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	5	23670																																																																																																					
23676	±‰“Ïø˛¿‹¿«	2367	75	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	6	23670																																																																																																					
23679	ø˛¿‹¿«±¶±¶	2367	75	9	0	1	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23670	0	23670																																																																																																					
23680	≥…ƒÍø˛¿‹¿«	2368	85	9	0	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	9	23680																																																																																																					
23681	±‰“Ïø˛¿‹¿«	2368	85	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	1	23680																																																																																																					
23682	±‰“Ïø˛¿‹¿«	2368	85	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	2	23680																																																																																																					
23683	±‰“Ïø˛¿‹¿«	2368	85	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	3	23680																																																																																																					
23684	±‰“Ïø˛¿‹¿«	2368	85	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	4	23680																																																																																																					
23685	±‰“Ïø˛¿‹¿«	2368	85	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	5	23680																																																																																																					
23686	±‰“Ïø˛¿‹¿«	2368	85	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	6	23680																																																																																																					
23687	±‰“Ïø˛¿‹¿«	2368	85	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	7	23680																																																																																																					
23689	ø˛¿‹¿«±¶±¶	2368	85	9	0	1	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23680	0	23680																																																																																																					
23690	≥…ƒÍø˛¿‹¿«	2369	95	9	0	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1608	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	9	23690																																																																																																					
23691	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	1	23690																																																																																																					
23692	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	2	23690																																																																																																					
23693	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1789	1447	921	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	3	23690																																																																																																					
23694	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1850	1496	952	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	4	23690																																																																																																					
23695	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1910	1545	983	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	5	23690																																																																																																					
23696	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1970	1594	1014	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	6	23690																																																																																																					
23697	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2031	1642	1045	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	7	23690																																																																																																					
23698	±‰“Ïø˛¿‹¿«	2369	95	9	1	0	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2091	1691	1076	1384	1076	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	8	23690																																																																																																					
23699	ø˛¿‹¿«±¶±¶	2369	95	9	0	1	1000	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1608	1301	828	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23690	0	23690																																																																																																					
23700	≥…ƒÍΩ© ¨	2370	5	9	0	0	1000	10	694	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1140	964	613	789	613	693	762	796	900	1039	50	150	200	100	500	60000	23700	9	23700																																																																																																					
23701	±‰“ÏΩ© ¨	2370	5	9	1	0	1000	10	694	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1311	1109	705	907	705	693	762	796	900	1039	50	150	200	100	500	60000	23700	1	23700																																																																																																					
23702	±‰“ÏΩ© ¨	2370	5	9	1	0	1000	10	694	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1482	1254	798	1026	798	693	762	796	900	1039	50	150	200	100	500	60000	23700	2	23700																																																																																																					
23709	Ω© ¨±¶±¶	2370	5	9	0	1	1000	10	694	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	1140	964	613	789	613	693	762	796	900	1039	50	150	200	100	500	60000	23700	0	23700																																																																																																					
23710	≥…ƒÍŒÂ…´…Ò≈£	2371	5	9	0	0	100	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	100	200	100	500	60000	23710	9	23710																																																																																																					
23711	±‰“ÏŒÂ…´…Ò≈£	2371	5	9	1	0	100	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1510	1078	539	970	755	846	930	972	1099	1269	100	100	200	100	500	60000	23710	1	23710																																																																																																					
23712	±‰“ÏŒÂ…´…Ò≈£	2371	5	9	1	0	100	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1707	1219	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	60000	23710	2	23710																																																																																																					
23719	ŒÂ…´…Ò≈£±¶±¶	2371	5	9	0	1	100	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1313	938	469	844	656	846	930	972	1099	1269	100	100	200	100	500	60000	23710	0	23710																																																																																																					
23720	≥…ƒÍŒÂ…´…Ò≈£	2372	45	9	0	0	100	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	60000	23720	9	23720																																																																																																					
23721	±‰“ÏŒÂ…´…Ò≈£	2372	45	9	1	0	100	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1507	1076	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	60000	23720	1	23720																																																																																																					
23722	±‰“ÏŒÂ…´…Ò≈£	2372	45	9	1	0	100	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1644	1174	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	60000	23720	2	23720																																																																																																					
23723	±‰“ÏŒÂ…´…Ò≈£	2372	45	9	1	0	100	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1781	1272	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	60000	23720	3	23720																																																																																																					
23729	ŒÂ…´…Ò≈£±¶±¶	2372	45	9	0	1	100	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1370	979	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	60000	23720	0	23720																																																																																																					
23730	≥…ƒÍŒÂ…´…Ò≈£	2373	55	9	0	0	100	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23730	9	23730																																																																																																					
23731	±‰“ÏŒÂ…´…Ò≈£	2373	55	9	1	0	100	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1096	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23730	1	23730																																																																																																					
23732	±‰“ÏŒÂ…´…Ò≈£	2373	55	9	1	0	100	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1173	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23730	2	23730																																																																																																					
23733	±‰“ÏŒÂ…´…Ò≈£	2373	55	9	1	0	100	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1249	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23730	3	23730																																																																																																					
23734	±‰“ÏŒÂ…´…Ò≈£	2373	55	9	1	0	100	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1326	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23730	4	23730																																																																																																					
23739	ŒÂ…´…Ò≈£±¶±¶	2373	55	9	0	1	100	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	60000	23730	0	23730																																																																																																					
23740	≥…ƒÍŒÂ…´…Ò≈£	2374	65	9	0	0	100	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23740	9	23740																																																																																																					
23741	±‰“ÏŒÂ…´…Ò≈£	2374	65	9	1	0	100	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1124	562	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23740	1	23740																																																																																																					
23742	±‰“ÏŒÂ…´…Ò≈£	2374	65	9	1	0	100	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1663	1188	594	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23740	2	23740																																																																																																					
23743	±‰“ÏŒÂ…´…Ò≈£	2374	65	9	1	0	100	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	1251	625	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23740	3	23740																																																																																																					
23744	±‰“ÏŒÂ…´…Ò≈£	2374	65	9	1	0	100	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1841	1315	657	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23740	4	23740																																																																																																					
23745	±‰“ÏŒÂ…´…Ò≈£	2374	65	9	1	0	100	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1931	1379	689	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23740	5	23740																																																																																																					
23749	ŒÂ…´…Ò≈£±¶±¶	2374	65	9	0	1	100	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	60000	23740	0	23740																																																																																																					
23750	≥…ƒÍŒÂ…´…Ò≈£	2375	75	9	0	0	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	9	23750																																																																																																					
23751	±‰“ÏŒÂ…´…Ò≈£	2375	75	9	1	0	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1157	578	1041	809	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	1	23750																																																																																																					
23752	±‰“ÏŒÂ…´…Ò≈£	2375	75	9	1	0	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1212	606	1090	848	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	2	23750																																																																																																					
23753	±‰“ÏŒÂ…´…Ò≈£	2375	75	9	1	0	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1267	633	1140	887	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	3	23750																																																																																																					
23754	±‰“ÏŒÂ…´…Ò≈£	2375	75	9	1	0	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1322	661	1190	925	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	4	23750																																																																																																					
23755	±‰“ÏŒÂ…´…Ò≈£	2375	75	9	1	0	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1377	688	1239	964	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	5	23750																																																																																																					
